Product,ActionSet,Action,Action_Describe,Action_Link,Node_Name
SAS Visual Statistics,decisionTree,gbtreeTrain,Trains a gradient boosting tree. This action requires a SAS Visual Data Mining and Machine Learning license,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-decisiontree-gbtreetrain.htm&locale=en,A_gbtreeTrain2
SAS Visual Statistics,varReduce,super,Provides an action for performing supervised dimension reduction,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-varreduce-super.htm&locale=en,A_super0
SAS Visual Statistics,varReduce,unsuper,Provides an action for performing unsupervised dimension reduction,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-varreduce-unsuper.htm&locale=en,A_unsuper0
SAS Visual Statistics,simSystem,simsk,Simulates data from a system of distributions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-simsystem-simsk.htm&locale=en,A_simsk0
SAS Visual Statistics,ds2,runDS2,Prepares and executes a DS2 program,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-ds2-runds2.htm&locale=en,A_runDS22
SAS Visual Statistics,ds2,runModel,Prepares and executes a DS2 program passed as an entry in a model table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-ds2-runmodel.htm&locale=en,A_runModel2
SAS Visual Statistics,deduplication,deduplicate,Eliminates rows that have duplicate or unique group-by variable values,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-deduplication-deduplicate.htm&locale=en,A_deduplicate0
SAS Visual Statistics,espCluster,listservers,Lists ESP server information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-espcluster-listservers.htm&locale=en,A_listservers2
SAS Visual Statistics,espCluster,startservers,Starts a cluster of ESP servers,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-espcluster-startservers.htm&locale=en,A_startservers0
SAS Visual Statistics,fcmpact,addRoutines,Adds the FCMP routines and stores them in a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-addroutines.htm&locale=en,A_addRoutines2
SAS Visual Statistics,fcmpact,loadFcmpLibs,Loads FCMP tables in the session CMP library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-loadfcmplibs.htm&locale=en,A_loadFcmpLibs2
SAS Visual Statistics,fcmpact,loadFcmpTable,Loads a single FCMP table into memory,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-loadfcmptable.htm&locale=en,A_loadFcmpTable1
SAS Visual Statistics,fcmpact,runProgram,Defines the routine to be run,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-runprogram.htm&locale=en,A_runProgram0
SAS Visual Statistics,fedSql,execDirect,Submits a SAS FedSQL language statement for immediate execution,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fedsql-execdirect.htm&locale=en,A_execDirect0
SAS Visual Statistics,freqTab,freqTab,Constructs the frequency and crosstabulation tables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-freqtab-freqtab.htm&locale=en,A_freqTab1
SAS Visual Statistics,gam,gamScore,Creates a table on the server that contains results from scoring observations by using a fitted model.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-gam-gamscore.htm&locale=en,A_gamScore1
SAS Visual Statistics,gam,gamSelect,Performs generalized additive model building,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-gam-gamselect.htm&locale=en,A_gamSelect1
SAS Visual Statistics,gam,gampl,Fits generalized additive models by penalized likelihood,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-gam-gampl.htm&locale=en,A_gampl1
SAS Visual Statistics,hyperGroup,hypergroup,"Find hypergroups, graph layouts, colors, communities, centralities, and create structural and nBody graphs. Find shortest paths.",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-hypergroup-hypergroup.htm&locale=en,A_hypergroup2
SAS Visual Statistics,hyperGroup,thePlotThickens,Determine which points to display in plots when the data has a great many points.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-hypergroup-theplotthickens.htm&locale=en,A_thePlotThickens0
SAS Visual Statistics,ica,fastIca,Computes independent components by using the fastICA method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-ica-fastica.htm&locale=en,A_fastIca1
SAS Visual Statistics,mixed,mixed,Fits linear mixed models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-mixed-mixed.htm&locale=en,A_mixed1
SAS Visual Statistics,modelPublishing,copyModelExternal,Copies a model from a CAS table to an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-copymodelexternal.htm&locale=en,A_copyModelExternal2
SAS Visual Statistics,modelPublishing,deleteModel,Deletes a model from a model table in CAS,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-deletemodel.htm&locale=en,A_deleteModel1
SAS Visual Statistics,modelPublishing,deleteModelExternal,Deletes a model from an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-deletemodelexternal.htm&locale=en,A_deleteModelExternal2
SAS Visual Statistics,modelPublishing,publishModel,Publishes a model to a model table in CAS,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-publishmodel.htm&locale=en,A_publishModel1
SAS Visual Statistics,modelPublishing,publishModelExternal,Publishes a model to an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-publishmodelexternal.htm&locale=en,A_publishModelExternal1
SAS Visual Statistics,modelPublishing,runModelExternal,Invokes the SAS Embedded Process (EP) to run a model in an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-runmodelexternal.htm&locale=en,A_runModelExternal2
SAS Visual Statistics,modelPublishing,runModelLocal,Prepares and executes a model program locally on the CAS server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-runmodellocal.htm&locale=en,A_runModelLocal0
SAS Visual Statistics,mbc,mbcFit,Performs model-based clustering using the EM algorithm,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-mbc-mbcfit.htm&locale=en,A_mbcFit1
SAS Visual Statistics,mbc,mbcScore,Produces clustering weights using a previously stored model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-mbc-mbcscore.htm&locale=en,A_mbcScore0
SAS Visual Statistics,nonlinear,nlmod,Fits nonlinear regression models using either nonlinear least squares or maximum likelihood,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-nonlinear-nlmod.htm&locale=en,A_nlmod0
SAS Visual Statistics,pls,pls,"Fits models by using any one of a number of linear predictive methods, including partial least squares",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pls-pls.htm&locale=en,A_pls1
SAS Visual Statistics,percentile,assess,Assess and compare models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-assess.htm&locale=en,A_assess2
SAS Visual Statistics,percentile,boxPlot,"Calculate quantiles, high and low whiskers, and outliers",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-boxplot.htm&locale=en,A_boxPlot0
SAS Visual Statistics,percentile,percentile,Calculate quantiles and percentiles,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-percentile.htm&locale=en,A_percentile2
SAS Visual Statistics,pca,eig,Extracts principal components by using the eigenvalue decomposition method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-eig.htm&locale=en,A_eig1
SAS Visual Statistics,pca,itergs,Extracts principal components by using the iterative method based on Gram-Schmidt orthogonalization (ITERGS),http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-itergs.htm&locale=en,A_itergs1
SAS Visual Statistics,pca,nipals,Extracts principal components by using the nonlinear iterative partial least squares (NIPALS) method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-nipals.htm&locale=en,A_nipals0
SAS Visual Statistics,pca,randompca,Extracts principal components by using the random projection matrix sketching method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-randompca.htm&locale=en,A_randompca1
SAS Visual Statistics,phreg,cox,Fit Cox regression model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-phreg-cox.htm&locale=en,A_cox1
SAS Visual Statistics,quantreg,quantreg,Fits quantile regression models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-quantreg-quantreg.htm&locale=en,A_quantreg0
SAS Visual Statistics,recommend,recomAls,Trains an alternating least squares matrix factorization model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomals.htm&locale=en,A_recomAls2
SAS Visual Statistics,recommend,recomCreate,Creates a recommender system,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomcreate.htm&locale=en,A_recomCreate2
SAS Visual Statistics,recommend,recomKnnScore,Makes recommendations with a KNN model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomknnscore.htm&locale=en,A_recomKnnScore2
SAS Visual Statistics,recommend,recomKnnTrain,Trains a KNN model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomknntrain.htm&locale=en,A_recomKnnTrain2
SAS Visual Statistics,recommend,recomMfScore,Makes recommendations with a matrix factorization model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recommfscore.htm&locale=en,A_recomMfScore1
SAS Visual Statistics,recommend,recomRateinfo,Summarizes rating information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomrateinfo.htm&locale=en,A_recomRateinfo1
SAS Visual Statistics,recommend,recomSample,Creates a sample of users or items,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsample.htm&locale=en,A_recomSample0
SAS Visual Statistics,recommend,recomSearchIndex,Builds a search index from item information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsearchindex.htm&locale=en,A_recomSearchIndex0
SAS Visual Statistics,recommend,recomSearchQuery,Queries a search index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsearchquery.htm&locale=en,A_recomSearchQuery2
SAS Visual Statistics,recommend,recomSim,Computes similarity for users or items,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsim.htm&locale=en,A_recomSim1
SAS Visual Statistics,regression,genmod,Fits generalized linear regression models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-genmod.htm&locale=en,A_genmod1
SAS Visual Statistics,regression,genmodScore,creates a table on the server that contains results from scoring observations by using a fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-genmodscore.htm&locale=en,A_genmodScore0
SAS Visual Statistics,regression,glm,Fits linear regression models using the method of least squares,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-glm.htm&locale=en,A_glm0
SAS Visual Statistics,regression,glmScore,creates a table on the server that contains results from scoring observations by using a fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-glmscore.htm&locale=en,A_glmScore1
SAS Visual Statistics,regression,logistic,Fits logistic regression models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logistic.htm&locale=en,A_logistic0
SAS Visual Statistics,regression,logisticAssociation,computes indices of rank correlation between predicted probabilities and observed responses used for assessing the predictive ability of a model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticassociation.htm&locale=en,A_logisticAssociation1
SAS Visual Statistics,regression,logisticCode,writes SAS DATA step code for computing predicted values of the fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticcode.htm&locale=en,A_logisticCode1
SAS Visual Statistics,regression,logisticLackfit,computes the Hosmer-Lemeshow test,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticlackfit.htm&locale=en,A_logisticLackfit1
SAS Visual Statistics,regression,logisticOddsRatio,creates a table that compares subpopulations by using odds ratios.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticoddsratio.htm&locale=en,A_logisticOddsRatio1
SAS Visual Statistics,regression,logisticScore,creates a table on the server that contains results from scoring observations by using a fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticscore.htm&locale=en,A_logisticScore1
SAS Visual Statistics,regression,logisticType3,computes Type 3 or Joint tests that all parameters for an effect are zero,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logistictype3.htm&locale=en,A_logisticType31
SAS Visual Statistics,regression,modelMatrix,creates a table on the server that contains the design matrix associated with a given model statement.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-modelmatrix.htm&locale=en,A_modelMatrix1
SAS Visual Statistics,sampling,kfold,K-fold partitioning.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-kfold.htm&locale=en,A_kfold1
SAS Visual Statistics,sampling,oversample,Samples a user-specified proportion of data from the event level and adjusts the ratio between rare events and non-rare events to a user-specified ratio,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-oversample.htm&locale=en,A_oversample1
SAS Visual Statistics,sampling,srs,Samples a proportion of data from the input table or partitions the data into no more than three portions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-srs.htm&locale=en,A_srs1
SAS Visual Statistics,sampling,stratified,Samples a proportion of data or partitions the data into no more than three portions within each stratum,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-stratified.htm&locale=en,A_stratified0
SAS Visual Statistics,sparkEmbeddedProcess,startSparkEP,Starts the SAS Embedded Process for Spark continuous session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sparkembeddedprocess-startsparkep.htm&locale=en,A_startSparkEP2
